Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Relative Humidity  [2 m above gnd],Mean Sea Level Pressure  [MSL],Total Precipitation  [sfc],Snowfall amount raw  [sfc],Total Cloud Cover  [sfc],High Cloud Cover  [high cld lay],Medium Cloud Cover  [mid cld lay],Low Cloud Cover  [low cld lay],Sunshine Duration  [sfc],Shortwave Radiation  [sfc],Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Speed  [80 m above gnd],Wind Direction  [80 m above gnd],Wind Speed  [900 mb],Wind Direction  [900 mb],Wind Gust  [sfc]
2018,07,27,16,00,28.53,43.00,1013.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,833.04,27.48,338.48,30.51,340.71,8.29,304.38,24.48
2018,07,27,17,00,27.48,43.00,1013.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,724.46,28.82,339.53,31.99,340.95,10.23,309.29,27.36
2018,07,27,18,00,25.73,44.00,1013.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,574.94,29.49,342.23,33.48,343.12,11.81,307.57,30.60
2018,07,27,19,00,23.30,50.00,1013.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,398.72,30.04,346.13,35.11,346.96,12.74,317.29,28.08
2018,07,27,20,00,20.44,62.00,1014.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,209.15,28.95,349.25,35.81,350.16,14.48,325.12,28.08
2018,07,27,21,00,17.27,82.00,1015.00,0.00,0.00,0.00,0.00,0.00,0.00,48.05,37.38,26.88,352.30,35.14,353.53,13.85,332.10,24.84
2018,07,27,22,00,16.89,81.00,1015.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.24,356.73,33.14,358.13,10.37,339.68,22.68
2018,07,27,23,00,16.31,83.00,1015.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.40,360.00,30.97,1.33,7.75,338.20,19.80
2018,07,28,00,00,15.88,83.00,1015.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.99,5.91,29.43,7.73,6.12,331.93,16.92
2018,07,28,01,00,15.37,83.00,1016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.65,8.43,28.59,10.89,6.13,319.76,15.12
2018,07,28,02,00,14.77,82.00,1015.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.71,11.09,29.25,13.52,6.13,319.76,14.40
2018,07,28,03,00,14.03,83.00,1015.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.45,10.08,27.33,12.94,7.15,319.09,13.32
2018,07,28,04,00,13.26,86.00,1015.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.92,8.33,25.70,11.31,8.71,321.71,13.68
2018,07,28,05,00,13.04,87.00,1015.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80,7.50,25.70,11.31,7.90,329.93,13.68
2018,07,28,06,00,12.79,87.00,1015.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.73,8.13,23.73,9.61,6.62,337.62,12.96
2018,07,28,07,00,12.75,88.00,1015.50,0.00,0.00,0.00,0.00,0.00,0.00,25.95,6.23,10.24,10.12,19.00,9.82,5.01,338.96,11.16
2018,07,28,08,00,16.95,73.00,1016.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,137.95,13.49,9.21,14.62,9.93,4.02,349.70,12.60
2018,07,28,09,00,20.29,59.00,1016.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,329.30,15.88,3.90,15.88,3.90,4.33,355.24,13.68
2018,07,28,10,00,23.17,49.00,1015.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,515.31,16.24,3.81,16.66,6.20,5.86,10.62,13.32
2018,07,28,11,00,25.56,41.00,1015.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,676.40,15.91,5.19,16.34,7.59,8.22,28.81,14.04
2018,07,28,12,00,27.65,37.00,1015.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,805.45,15.48,360.00,15.88,3.90,14.02,41.88,13.68
2018,07,28,13,00,29.17,36.00,1015.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,890.00,16.86,343.89,17.21,344.22,8.35,7.43,16.56
2018,07,28,14,00,28.99,39.00,1015.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,923.82,22.90,343.56,23.93,344.29,6.49,356.82,21.24
2018,07,28,15,00,28.62,41.00,1016.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,907.80,25.39,341.82,27.10,343.01,5.99,327.26,21.96
2018,07,28,16,00,27.84,46.00,1015.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,839.27,27.32,341.57,30.07,343.30,6.41,321.84,23.40
2018,07,28,17,00,26.90,49.00,1015.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,725.35,29.71,340.91,33.24,342.35,8.09,327.72,25.56
2018,07,28,18,00,25.46,54.00,1015.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,570.49,30.85,340.93,35.97,341.93,9.59,325.71,29.52
2018,07,28,19,00,23.85,59.00,1015.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,390.71,29.50,340.02,34.61,341.19,10.38,326.31,27.00
2018,07,28,20,00,21.33,73.00,1016.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,201.14,27.10,340.60,34.15,341.57,14.19,324.29,27.36
2018,07,28,21,00,18.81,82.00,1016.90,0.00,0.00,0.00,0.00,0.00,0.00,47.22,33.82,23.45,342.12,31.21,343.24,19.01,322.70,29.88
2018,07,28,22,00,17.91,85.00,1017.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.62,343.78,28.39,344.55,23.05,321.34,28.44
2018,07,28,23,00,17.42,87.00,1017.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.79,343.30,26.81,345.22,27.00,323.13,27.36
2018,07,29,00,00,17.04,86.00,1018.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.97,342.72,24.63,344.74,29.30,322.99,25.20
2018,07,29,01,00,16.50,88.00,1018.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,342.41,23.59,344.05,28.86,319.55,23.40
2018,07,29,02,00,15.89,90.00,1017.80,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,14.00,342.03,22.55,343.30,27.00,317.16,21.60
2018,07,29,03,00,15.26,92.00,1017.70,0.00,0.00,41.00,0.00,0.00,41.00,0.00,0.00,13.90,343.44,23.49,344.90,25.21,316.74,20.88
2018,07,29,04,00,14.08,93.00,1017.60,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,11.97,344.29,21.13,346.20,23.33,321.89,24.84
2018,07,29,05,00,13.22,95.00,1017.90,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,10.66,348.31,20.83,350.05,22.42,330.14,16.92
2018,07,29,06,00,15.28,85.00,1018.30,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,12.37,351.63,20.67,353.00,21.19,339.10,21.60
2018,07,29,07,00,15.54,83.00,1018.90,0.00,0.00,100.00,0.00,0.00,100.00,0.00,5.34,9.89,349.51,17.52,350.54,18.00,348.47,18.72
2018,07,29,08,00,16.61,79.00,1019.30,0.00,0.00,2.00,0.00,0.00,2.00,58.72,131.72,13.44,352.30,15.23,353.21,16.04,350.96,20.88
2018,07,29,09,00,19.33,64.00,1019.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,321.29,13.28,347.47,13.98,348.11,15.63,352.06,15.48
2018,07,29,10,00,21.49,57.00,1019.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,504.63,18.69,344.36,20.78,345.96,17.31,356.42,19.08
2018,07,29,11,00,22.61,53.00,1019.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,663.94,21.27,336.04,23.26,338.20,18.37,357.75,23.76
2018,07,29,12,00,23.98,51.00,1019.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,792.10,22.42,330.14,24.48,331.93,17.34,4.76,24.48
2018,07,29,13,00,26.41,42.00,1019.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,878.43,21.30,329.53,22.70,332.62,13.68,333.43,23.04
2018,07,29,14,00,26.68,40.00,1019.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,916.70,24.08,328.45,25.94,330.95,14.81,334.06,23.40
2018,07,29,15,00,26.45,40.00,1019.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,901.57,26.98,328.64,29.65,330.95,16.60,335.66,25.92
2018,07,29,16,00,25.77,44.00,1018.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,835.71,28.85,330.88,32.04,332.57,16.58,332.88,27.00
2018,07,29,17,00,24.92,46.00,1018.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,723.57,28.82,334.08,31.91,336.04,19.20,329.59,27.72
2018,07,29,18,00,23.77,50.00,1018.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,571.38,29.22,337.54,33.16,339.01,19.69,329.22,26.28
2018,07,29,19,00,22.16,58.00,1018.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,391.60,28.70,340.20,33.81,341.37,19.48,332.49,28.08
2018,07,29,20,00,20.07,72.00,1018.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,201.14,26.65,343.52,33.28,344.31,18.06,336.50,24.48
2018,07,29,21,00,18.18,80.00,1019.30,0.00,0.00,0.00,0.00,0.00,0.00,46.36,32.93,21.32,348.31,29.72,348.83,14.49,345.62,20.16
2018,07,29,22,00,17.63,84.00,1019.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.23,350.91,26.93,351.54,9.73,357.88,19.08
2018,07,29,23,00,17.17,87.00,1019.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.66,353.80,25.33,354.29,7.57,357.27,15.48
2018,07,30,00,00,16.85,89.00,1020.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.20,358.73,24.84,359.17,7.70,349.22,14.76
2018,07,30,01,00,15.96,91.00,1020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.32,1.55,22.35,2.77,9.11,341.57,10.80
2018,07,30,02,00,15.13,91.00,1019.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.57,5.36,17.82,8.13,10.04,345.47,9.36
2018,07,30,03,00,14.76,90.00,1019.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.78,6.34,14.62,9.93,10.09,357.95,9.00
2018,07,30,04,00,14.69,88.00,1019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.39,4.40,15.63,7.94,10.85,5.71,8.64
2018,07,30,05,00,14.89,86.00,1019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,9.87,13.71,13.67,10.90,7.59,8.64
2018,07,30,06,00,14.83,88.00,1018.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.05,10.30,11.30,9.16,10.31,12.09,7.92
2018,07,30,07,00,15.11,90.00,1019.30,0.00,0.00,1.00,0.00,0.00,1.00,24.07,4.45,7.34,11.31,10.04,14.53,8.67,4.76,7.92
2018,07,30,08,00,18.58,77.00,1019.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,129.05,10.74,13.57,8.91,14.04,7.95,354.81,8.64
2018,07,30,09,00,21.56,66.00,1019.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,314.17,18.16,13.76,18.95,14.30,8.64,360.00,14.76
2018,07,30,10,00,23.44,59.00,1019.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,496.62,18.51,13.50,19.30,14.04,8.35,352.57,15.12
2018,07,30,11,00,25.60,52.00,1019.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,654.15,15.55,5.31,15.94,6.48,8.65,343.07,12.96
2018,07,30,12,00,27.48,46.00,1018.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,782.31,14.11,354.14,14.08,355.60,8.64,360.00,13.68
2018,07,30,13,00,30.51,38.00,1017.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,869.53,12.24,331.93,11.77,336.57,10.83,21.45,13.32
2018,07,30,14,00,30.36,40.00,1017.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,904.24,22.60,337.52,23.87,336.91,11.61,29.74,21.60
2018,07,30,15,00,28.89,45.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,889.11,27.68,339.44,29.83,340.25,9.78,6.34,24.48
2018,07,30,16,00,27.49,49.00,1017.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,824.14,30.40,341.35,33.93,342.72,7.75,338.20,26.28
2018,07,30,17,00,26.47,52.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,712.89,31.80,344.23,36.06,345.55,6.73,344.48,28.44
2018,07,30,18,00,25.09,57.00,1016.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,561.59,31.87,346.28,36.86,347.59,6.88,353.99,28.44
2018,07,30,19,00,23.30,65.00,1017.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,384.48,30.65,347.11,36.36,348.58,7.21,357.14,25.92
2018,07,30,20,00,20.97,76.00,1017.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,196.69,27.82,349.56,34.68,350.44,6.48,360.00,31.68
2018,07,30,21,00,18.72,86.00,1017.60,0.00,0.00,0.00,0.00,0.00,0.00,45.48,31.15,24.44,350.68,33.04,352.49,5.80,7.13,20.88
2018,07,30,22,00,18.57,86.00,1018.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.39,355.39,32.07,357.43,5.35,19.65,19.08
2018,07,30,23,00,18.46,87.00,1017.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.24,360.00,30.24,0.68,5.51,11.31,17.28
2018,07,31,00,00,18.46,89.00,1018.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.47,3.18,28.59,5.78,3.24,360.00,14.76
2018,07,31,01,00,18.12,90.00,1018.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.34,7.59,25.28,10.67,1.44,360.00,11.52
2018,07,31,02,00,17.73,91.00,1017.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.63,14.68,23.80,17.61,1.14,341.57,10.08
2018,07,31,03,00,17.35,92.00,1017.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,16.31,24.36,18.97,2.74,336.80,10.08
2018,07,31,04,00,17.30,91.00,1016.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.07,15.59,25.50,18.95,5.09,351.87,25.20
2018,07,31,05,00,17.14,91.00,1016.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.17,16.82,25.96,19.44,6.85,3.01,25.92
2018,07,31,06,00,17.25,92.00,1016.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.97,17.28,27.22,20.11,10.31,24.78,25.92
2018,07,31,07,00,17.82,91.00,1017.00,0.00,0.00,0.00,0.00,0.00,0.00,23.52,4.45,16.97,17.28,26.76,19.65,15.70,36.61,21.24
2018,07,31,08,00,21.66,73.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,123.71,21.41,16.61,25.84,18.69,17.94,38.48,25.92
2018,07,31,09,00,23.70,65.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,309.72,23.11,18.15,25.96,19.44,19.39,31.33,28.44
2018,07,31,10,00,25.63,58.00,1016.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,490.39,22.66,17.57,24.70,18.70,22.68,35.96,16.92
2018,07,31,11,00,28.42,49.00,1016.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,647.92,22.31,17.85,24.36,18.97,29.81,37.15,17.64
2018,07,31,12,00,30.82,42.00,1016.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,776.08,23.24,16.19,26.07,17.68,35.50,36.75,15.48
2018,07,31,13,00,32.16,40.00,1016.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,858.85,19.44,358.94,20.16,1.02,24.85,38.53,17.28
2018,07,31,14,00,32.23,41.00,1015.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,894.45,22.53,347.07,22.45,347.97,21.82,37.63,20.88
2018,07,31,15,00,30.91,45.00,1015.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,879.32,26.98,341.32,28.35,342.26,23.47,41.27,27.00
2018,07,31,16,00,29.72,48.00,1014.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,813.46,30.74,341.57,33.83,343.30,19.17,39.67,30.96
2018,07,31,17,00,28.69,50.00,1014.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,703.10,33.09,345.51,36.76,345.83,16.87,33.69,30.24
2018,07,31,18,00,27.30,55.00,1014.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,554.47,33.11,348.08,37.77,349.01,12.56,27.30,28.44
2018,07,31,19,00,25.75,58.00,1013.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,379.14,32.14,350.33,37.52,351.17,17.94,38.48,27.36
2018,07,31,20,00,23.57,64.00,1014.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,192.24,29.83,351.67,36.30,352.59,21.20,49.82,31.32
2018,07,31,21,00,21.35,71.00,1014.10,0.00,0.00,0.00,0.00,0.00,0.00,44.58,29.37,27.78,356.28,35.33,357.08,19.80,62.97,28.80
2018,07,31,22,00,21.26,67.00,1014.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.01,1.53,34.25,3.01,15.78,62.85,27.36
2018,07,31,23,00,21.12,63.00,1014.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.74,8.37,30.36,10.24,10.69,57.38,24.12
2018,08,01,00,00,20.26,62.00,1014.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.53,12.93,26.90,15.52,5.32,28.30,20.16
2018,08,01,01,00,19.35,63.00,1013.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.21,16.97,25.86,16.16,5.09,351.87,18.00
2018,08,01,02,00,18.57,64.00,1013.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.46,22.69,24.34,23.53,4.45,345.96,16.92
2018,08,01,03,00,17.85,66.00,1013.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.61,27.01,25.12,27.30,3.96,360.00,15.84
2018,08,01,04,00,16.77,72.00,1012.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.58,31.53,27.86,32.87,2.90,7.13,13.68
2018,08,01,05,00,15.63,78.00,1012.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.78,31.76,33.41,37.12,2.55,45.00,12.24
2018,08,01,06,00,14.86,81.00,1012.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.87,33.69,36.38,38.57,4.38,80.54,11.52
2018,08,01,07,00,15.43,77.00,1012.30,0.00,0.00,0.00,0.00,0.00,0.00,22.70,3.56,15.99,35.84,36.55,39.81,7.59,95.44,24.48
2018,08,01,08,00,20.45,56.00,1012.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,122.82,15.35,39.29,30.15,40.16,10.14,96.12,17.64
2018,08,01,09,00,26.55,43.00,1012.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,307.94,17.85,41.73,24.49,41.42,12.68,96.52,14.76
2018,08,01,10,00,30.44,38.00,1012.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,487.72,15.65,66.97,18.39,66.95,17.46,98.30,16.56
2018,08,01,11,00,32.60,31.00,1012.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,645.25,11.49,122.20,12.10,120.38,26.12,101.93,15.12
2018,08,01,12,00,32.24,29.00,1012.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,777.86,13.14,170.54,14.49,165.62,30.42,110.79,16.92
2018,08,01,13,00,32.61,28.00,1013.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,864.19,15.50,177.34,17.41,172.87,26.11,105.19,24.12
2018,08,01,14,00,32.57,28.00,1012.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,903.35,11.79,211.26,11.92,208.89,32.21,118.00,16.20
2018,08,01,15,00,33.58,25.00,1012.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,888.22,10.38,236.31,10.09,235.18,42.26,135.00,20.52
2018,08,01,16,00,34.84,21.00,1011.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,819.69,8.71,231.71,7.93,219.47,37.78,120.96,14.04
2018,08,01,17,00,36.06,17.00,1010.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,706.66,8.59,236.98,8.40,223.26,28.48,110.73,12.60
2018,08,01,18,00,35.87,19.00,1010.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,555.36,8.23,246.80,9.22,231.34,19.13,109.80,13.32
2018,08,01,19,00,34.75,23.00,1010.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,377.36,5.32,241.70,6.92,218.66,14.62,99.93,7.20
2018,08,01,20,00,33.08,27.00,1010.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,189.57,1.94,248.20,4.39,214.99,11.90,86.53,10.44
2018,08,01,21,00,30.88,33.00,1011.00,0.00,0.00,0.00,0.00,0.00,0.00,43.65,27.59,3.32,77.47,5.12,140.71,15.84,90.00,7.56
2018,08,01,22,00,28.96,36.00,1011.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.83,81.57,8.77,70.82,24.14,107.35,9.72
2018,08,01,23,00,25.98,45.00,1011.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.78,56.73,21.17,41.55,35.10,115.51,22.32
2018,08,02,00,00,25.25,46.00,1011.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.58,57.99,24.48,72.90,36.60,129.01,22.32
2018,08,02,01,00,24.86,45.00,1011.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.97,74.29,22.73,100.95,42.83,123.69,24.48
2018,08,02,02,00,25.39,36.00,1011.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.73,81.87,23.86,95.19,44.28,117.61,23.04
2018,08,02,03,00,24.72,34.00,1010.90,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,13.98,78.11,26.73,94.64,51.23,124.70,23.40
2018,08,02,04,00,23.74,34.00,1010.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.11,77.62,28.36,98.03,56.90,128.32,26.28
2018,08,02,05,00,23.90,32.00,1010.80,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,17.73,77.09,31.78,94.55,55.25,136.32,22.68
2018,08,02,06,00,24.33,32.00,1010.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.35,80.36,32.83,93.77,51.22,141.28,30.96
2018,08,02,07,00,24.61,32.00,1010.90,0.00,0.00,0.00,0.00,0.00,0.00,21.87,3.56,18.84,83.42,32.24,96.41,51.27,143.85,32.76
2018,08,02,08,00,29.11,25.00,1011.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,121.04,23.11,94.47,29.66,100.49,55.03,147.56,38.88
2018,08,02,09,00,32.10,21.00,1011.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,307.94,31.22,110.94,37.77,112.41,53.61,153.26,43.20
2018,08,02,10,00,33.33,21.00,1011.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,490.39,35.43,117.87,41.40,118.57,49.76,154.73,45.36
2018,08,02,11,00,33.97,21.00,1011.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,649.70,35.86,125.60,42.65,125.03,53.15,155.17,46.08
2018,08,02,12,00,33.95,23.00,1012.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,777.86,35.73,130.91,42.91,130.24,55.69,157.58,45.36
2018,08,02,13,00,34.75,26.00,1011.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,862.41,37.06,129.88,43.97,129.69,40.64,147.30,34.20
2018,08,02,14,00,35.49,25.00,1011.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,898.01,35.70,131.73,42.10,131.19,37.30,143.24,38.88
2018,08,02,15,00,35.52,26.00,1010.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,881.99,34.13,133.29,40.01,132.45,34.95,138.76,30.60
2018,08,02,16,00,35.37,27.00,1010.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,814.35,32.33,134.55,37.69,133.45,36.67,133.41,48.24
2018,08,02,17,00,34.69,28.00,1010.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,703.99,30.29,135.48,36.15,135.00,38.40,128.91,49.32
2018,08,02,18,00,33.84,29.00,1010.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,553.58,27.50,133.94,32.85,133.67,33.71,120.12,47.52
2018,08,02,19,00,32.52,32.00,1010.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,376.47,23.47,131.27,28.82,131.46,28.35,107.74,43.56
2018,08,02,20,00,30.77,36.00,1010.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,187.79,20.27,123.41,28.06,123.49,27.47,100.57,32.40
2018,08,02,21,00,28.65,39.00,1011.30,0.00,0.00,0.00,0.00,0.00,0.00,42.70,26.70,16.74,108.82,28.36,113.96,27.96,101.89,20.52
2018,08,02,22,00,27.61,41.00,1012.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.94,108.43,26.43,114.12,34.88,101.31,24.12
2018,08,02,23,00,26.41,44.00,1012.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.19,103.71,25.87,111.21,36.29,100.86,22.32
2018,08,03,00,00,25.55,46.00,1012.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.69,101.31,26.54,110.65,35.54,103.47,23.04
2018,08,03,01,00,24.78,47.00,1013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.04,101.04,27.01,111.09,38.39,110.30,34.20
2018,08,03,02,00,24.04,49.00,1012.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.46,102.09,28.41,112.34,40.90,117.24,35.28
2018,08,03,03,00,23.44,49.00,1012.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.33,101.59,27.75,112.91,44.95,125.22,34.56
2018,08,03,04,00,22.63,51.00,1012.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.52,108.43,26.30,120.43,48.13,128.93,28.08
2018,08,03,05,00,21.95,56.00,1013.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.10,112.75,26.46,123.91,47.90,132.56,37.44
2018,08,03,06,00,21.49,57.00,1013.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.22,103.63,26.93,119.65,47.87,133.78,29.16
2018,08,03,07,00,22.40,48.00,1013.90,0.00,0.00,0.00,0.00,0.00,0.00,21.05,2.67,13.85,98.97,29.46,116.88,46.62,137.19,30.24
2018,08,03,08,00,26.85,36.00,1014.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,119.26,18.79,110.17,24.97,118.41,44.44,139.60,33.84
2018,08,03,09,00,28.80,35.00,1014.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,306.16,24.48,126.03,30.10,126.73,42.19,143.33,36.72
2018,08,03,10,00,29.74,35.00,1015.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,489.50,27.25,133.39,32.08,134.09,41.24,146.03,43.20
